label,text,source
promo,"১৭ই মে, ২০২৪ বিশ্ব টেলিযোগাযোগ ও তথ্য সংঘ দিবস (WTISD) উপলক্ষ্যে অনলাইন রচনা প্রতিযোগিতা আয়োজন করা হয়েছে। অংশ গ্রহণ করতে ক্লিক করুনঃ https://bit.ly/wtisd24",Bengali
smish,"গ্রামীণফোন গ্রাহক, আপনার সিম থেকে সন্দেহজনক কল শনাক্ত হয়েছে। পরিষেবা চালু রাখতে gp-simverify24.org এ নাম, জন্মতারিখ ও OTP দিন। যাচাই সম্পন্ন না হলে সিম বন্ধ হবে।",Bengali
promo,"হেলথ সাপ্লিমেন্টে ছাড়! ভিটামিন, প্রোটিনে ৩৫% কমতি।",Bengali
normal,আজকে অফিসে প্রচুর কাজ ছিল। বস বারবার রিপোর্ট চাইছিলেন। তবে টিমওয়ার্ক ভালো হওয়ায় সময়মতো শেষ করতে পেরেছি।,Bengali
normal,০১৬৭২৫৭৩৮৭৯ নাম্বারে দ্রুত বিকাশ করুন।,Bengali
normal,আমি তোমাকে একটি গল্প শুনাতে চাই।,Bengali
smish,"আপনার পরবর্তী গ্রামীণফোন রিচার্জে BDT 2,000 ডিসকাউন্ট পান।",Bengali
normal,ভালোবাসা খুব দামী জিনিস। যত্ন করে রাখতে হয়। কারন ভালোবাশা একবার হারিয়ে গেলে জীবনে আর কোনো দিন ফিরে পাওয়া যায় না।,Bengali
promo,"Daraz Fashion Week শুরু হয়েছে! শার্ট, প্যান্ট, শাড়ি আর অ্যাকসেসরিজে সর্বোচ্চ ৬০% ছাড়। কোড ব্যবহার করুন FASHION60। সীমিত সময়ের জন্য।",Bengali
normal,হাসানের নাম্বারে টাকা দিয়ে তারপর আসিস।,Bengali
smish,আপনার DBBL কার্ড থেকে অননুমোদিত উত্তোলন হয়েছে। বন্ধ করতে login-dbblsecure.net এ প্রবেশ করুন।,Bengali
normal,"চাচী, আপনার মেয়ের বিবাহের প্রস্তুতি কেমন? কিছু সাহায্য লাগবে?",Bengali
promo,"৩০জিবি@৩৮৯৳,৩০দিন প্যাক কিনে পাও ""ডানকি"" মুভি টিকেট: cutt.ly/SwFqDlAs",Bengali
promo,Pathao Food এখন সব অর্ডারে ফ্রি ডেলিভারি দিচ্ছে। বন্ধুদের নিয়ে আড্ডা হোক ঝামেলাহীন। অফার শুধুমাত্র এই সপ্তাহের জন্য।,Bengali
promo,Robi Music App-এ ৩০ দিনের সাবস্ক্রিপশন মাত্র ৩৯ টাকা। গান শুনুন সীমাহীন।,Bengali
normal,আমরা শুক্রবার সবাই মিলে গ্রামের বাড়ি যাচ্ছি। অনেকদিন হয়ে গেছে সবাই একসাথে যাওয়া হয়নি। ভাবছি মাছ ধরবো আর আড্ডা দেবো। তুমি আসবে তো আমাদের সাথে?,Bengali
normal,"প্রিয় শিক্ষার্থী, আপনার টিউশন ফি আজ পর্যন্ত ৩২,৪৫০.০০ টাকা বকেয়া আছে। (পূর্বের লেট ফাইন ও বকেয়াসহ) চলতি মাসের টিউশন ফি (জরিমানা ছাড়া) ১০ই সেপ্টেম্বর, ২০২৪ মধ্যে পরিশোধ করুন। বিস্তারিত https://student.iubat.edu.bd/ লগইন করুন। (IUBAT)",Bengali
promo,রেস্তোরাঁয় খাওয়ার উপর ১৫% ছাড়! অফারটি সীমিত সময়ের জন্য। আজই আসুন!,Bengali
normal,কাল কি করছো?,Bengali
promo,"পূর্বাচল সংলগ্ন নাভানা'র ৩,৫ ও ১০ কাঠার প্লট কিনুন – ০১৮৪৭-২১৪০১৯",Bengali
smish,আপনার মোবাইল রিচার্জ করতে কল করুন: +8801812233445,Bengali
normal,"সময় নাই, ০১৭২৯১৮২৮৯৩ এই নাম্বারে বিকাশ করুন।",Bengali
promo,"আজকের বিশেষ অফার! গ্রামীণফোনে ১ জিবি মাত্র ১৯ টাকা, বৈধতা ২৪ ঘন্টা। কিনতে ডায়াল করুন *121*1#।",Bengali
smish,আপনার নম্বরটি একটি বিশেষ অফারে নির্বাচিত হয়েছে! পুরস্কার পেতে কল করুন +8801711122334,Bengali
smish,"আপনার বিকাশ অ্যাকাউন্ট থেকে ১২,৮০০ টাকা স্থানান্তর করা হয়েছে। যদি আপনি এই লেনদেন না করে থাকেন তবে এখনই refund-bkash24.com ভিজিট করে পিন ও OTP দিন। সতর্ক থাকুন, সময় সীমিত।",Bengali
smish,বিপিএল বাজি ধরুন এবং ৭ দিনের জন্য একটি ফ্রি ছুটি জিতুন। ক্লিক করুন: super1000.info/docs,Bengali
normal,আসসালামু আলাইকুম। আপনি কেমন আছেন? অনেক দিন খোঁজ নিই না।,Bengali
normal,"দাদা, আপনার অ্যাপয়েন্টমেন্ট কাল সকাল ১০টায়। ভুলে যাবেন না।",Bengali
smish,শাকিবের সই করা বল জিততে ক্রিকেটে বাজি ধরুন! ক্লিক করুন: xini.eu/00Qe,Bengali
smish,"যাদের টেলিগ্রাম আছে তাঁরা আজ থেকে অনেক টাকা ইনকাম করতে পারবেন।https://t.me/Moshiur3412_bot?start=r00372672385
দিনে ১ ঘন্টা সময় ব্যয় করে 500💵 থেকে 1000💵 টাকা ইনকাম করুন। কোন এড ছাড়াই। আপনি কল্পনা করতে পারবেন না যে বিশাল বড় সুযোগ চাচ্ছে আপনার সামনে থেকে💸😱।তাই এই সুযোগ মিস করতে না চাইলে উপরের টেলিগ্রাম লিংকে ক্লিক করুন এখুনি",Bengali
normal,"তুমি যা করতে চাইবে, তা পারবে।",Bengali
normal,তোমার প্রতিভা অসাধারণ।,Bengali
